customer_id,product_id,date_id,sale_id,customer_name,email,region,quantity,revenue,product_name,category,price,order_date,order_month,order_year
4,3,2,13,Charlie & Co,charlie&co@gmail.com,South,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
4,14,2,14,Charlie & Co,charlie&co@gmail.com,South,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
4,25,2,15,Charlie & Co,charlie&co@gmail.com,South,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
4,36,2,16,Charlie & Co,charlie&co@gmail.com,South,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
6,3,2,17,Charlie & Co,charlie&co@gmail.com,North,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
6,14,2,18,Charlie & Co,charlie&co@gmail.com,North,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
6,25,2,19,Charlie & Co,charlie&co@gmail.com,North,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
6,36,2,20,Charlie & Co,charlie&co@gmail.com,North,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
14,3,2,21,Charlie & Co,charlie&co@gmail.com,South,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
14,14,2,22,Charlie & Co,charlie&co@gmail.com,South,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
14,25,2,23,Charlie & Co,charlie&co@gmail.com,South,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
14,36,2,24,Charlie & Co,charlie&co@gmail.com,South,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
16,3,2,25,Charlie & Co,charlie&co@gmail.com,North,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
16,14,2,26,Charlie & Co,charlie&co@gmail.com,North,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
16,25,2,27,Charlie & Co,charlie&co@gmail.com,North,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
16,36,2,28,Charlie & Co,charlie&co@gmail.com,North,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
24,3,2,29,Charlie & Co,charlie&co@gmail.com,South,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
24,14,2,30,Charlie & Co,charlie&co@gmail.com,South,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
24,25,2,31,Charlie & Co,charlie&co@gmail.com,South,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
24,36,2,32,Charlie & Co,charlie&co@gmail.com,South,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
26,3,2,33,Charlie & Co,charlie&co@gmail.com,North,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
26,14,2,34,Charlie & Co,charlie&co@gmail.com,North,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
26,25,2,35,Charlie & Co,charlie&co@gmail.com,North,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
26,36,2,36,Charlie & Co,charlie&co@gmail.com,North,2,258.00,24in Monitor,Displays,129.00,2025-02-14,2,2025
1,4,3,37,Giga Stores,gigastores@gmail.com,West,3,117.00,Gaming Mouse,Accessories,39.00,2025-02-03,2,2025
1,15,3,38,Giga Stores,gigastores@gmail.com,West,3,117.00,Gaming Mouse,Accessories,39.00,2025-02-03,2,2025
1,26,3,39,Giga Stores,gigastores@gmail.com,West,3,117.00,Gaming Mouse,Accessories,39.00,2025-02-03,2,2025
1,37,3,40,Giga Stores,gigastores@gmail.com,West,3,117.00,Gaming Mouse,Accessories,39.00,2025-02-03,2,2025
11,4,3,41,Giga Stores,gigastores@gmail.com,West,3,117.00,Gaming Mouse,Accessories,39.00,2025-02-03,2,2025
11,15,3,42,Giga Stores,gigastores@gmail.com,West,3,117.00,Gaming Mouse,Accessories,39.00,2025-02-03,2,2025
11,26,3,43,Giga Stores,gigastores@gmail.com,West,3,117.00,Gaming Mouse,Accessories,39.00,2025-02-03,2,2025
11,37,3,44,Giga Stores,gigastores@gmail.com,West,3,117.00,Gaming Mouse,Accessories,39.00,2025-02-03,2,2025
21,4,3,45,Giga Stores,gigastores@gmail.com,West,3,117.00,Gaming Mouse,Accessories,39.00,2025-02-03,2,2025
21,15,3,46,Giga Stores,gigastores@gmail.com,West,3,117.00,Gaming Mouse,Accessories,39.00,2025-02-03,2,2025
21,26,3,47,Giga Stores,gigastores@gmail.com,West,3,117.00,Gaming Mouse,Accessories,39.00,2025-02-03,2,2025
21,37,3,48,Giga Stores,gigastores@gmail.com,West,3,117.00,Gaming Mouse,Accessories,39.00,2025-02-03,2,2025
7,1,4,49,Alice Ltd,aliceltd@gmail.com,West,5,42.50,USB-C Cable,Accessories,8.50,2025-03-02,3,2025
7,12,4,50,Alice Ltd,aliceltd@gmail.com,West,5,42.50,USB-C Cable,Accessories,8.50,2025-03-02,3,2025
7,23,4,51,Alice Ltd,aliceltd@gmail.com,West,5,42.50,USB-C Cable,Accessories,8.50,2025-03-02,3,2025
7,34,4,52,Alice Ltd,aliceltd@gmail.com,West,5,42.50,USB-C Cable,Accessories,8.50,2025-03-02,3,2025
17,1,4,53,Alice Ltd,aliceltd@gmail.com,West,5,42.50,USB-C Cable,Accessories,8.50,2025-03-02,3,2025
17,12,4,54,Alice Ltd,aliceltd@gmail.com,West,5,42.50,USB-C Cable,Accessories,8.50,2025-03-02,3,2025
17,23,4,55,Alice Ltd,aliceltd@gmail.com,West,5,42.50,USB-C Cable,Accessories,8.50,2025-03-02,3,2025
17,34,4,56,Alice Ltd,aliceltd@gmail.com,West,5,42.50,USB-C Cable,Accessories,8.50,2025-03-02,3,2025
27,1,4,57,Alice Ltd,aliceltd@gmail.com,West,5,42.50,USB-C Cable,Accessories,8.50,2025-03-02,3,2025
27,12,4,58,Alice Ltd,aliceltd@gmail.com,West,5,42.50,USB-C Cable,Accessories,8.50,2025-03-02,3,2025
27,23,4,59,Alice Ltd,aliceltd@gmail.com,West,5,42.50,USB-C Cable,Accessories,8.50,2025-03-02,3,2025
27,34,4,60,Alice Ltd,aliceltd@gmail.com,West,5,42.50,USB-C Cable,Accessories,8.50,2025-03-02,3,2025
8,10,5,61,Beta Corp,betacorp@gmail.com,East,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
8,21,5,62,Beta Corp,betacorp@gmail.com,East,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
8,32,5,63,Beta Corp,betacorp@gmail.com,East,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
8,43,5,64,Beta Corp,betacorp@gmail.com,East,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
10,10,5,65,Beta Corp,betacorp@gmail.com,North,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
10,21,5,66,Beta Corp,betacorp@gmail.com,North,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
10,32,5,67,Beta Corp,betacorp@gmail.com,North,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
10,43,5,68,Beta Corp,betacorp@gmail.com,North,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
18,10,5,69,Beta Corp,betacorp@gmail.com,East,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
18,21,5,70,Beta Corp,betacorp@gmail.com,East,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
18,32,5,71,Beta Corp,betacorp@gmail.com,East,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
18,43,5,72,Beta Corp,betacorp@gmail.com,East,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
20,10,5,73,Beta Corp,betacorp@gmail.com,North,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
20,21,5,74,Beta Corp,betacorp@gmail.com,North,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
20,32,5,75,Beta Corp,betacorp@gmail.com,North,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
20,43,5,76,Beta Corp,betacorp@gmail.com,North,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
28,10,5,77,Beta Corp,betacorp@gmail.com,East,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
28,21,5,78,Beta Corp,betacorp@gmail.com,East,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
28,32,5,79,Beta Corp,betacorp@gmail.com,East,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
28,43,5,80,Beta Corp,betacorp@gmail.com,East,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
30,10,5,81,Beta Corp,betacorp@gmail.com,North,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
30,21,5,82,Beta Corp,betacorp@gmail.com,North,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
30,32,5,83,Beta Corp,betacorp@gmail.com,North,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
30,43,5,84,Beta Corp,betacorp@gmail.com,North,1,139.00,USB-C Dock,Accessories,139.00,2025-01-21,1,2025
2,7,9,145,Dawn Retail,dawnretail@gmail.com,South,1,999.00,15in Laptop,Computers,999.00,2025-02-25,2,2025
2,18,9,146,Dawn Retail,dawnretail@gmail.com,South,1,999.00,15in Laptop,Computers,999.00,2025-02-25,2,2025
2,29,9,147,Dawn Retail,dawnretail@gmail.com,South,1,999.00,15in Laptop,Computers,999.00,2025-02-25,2,2025
2,40,9,148,Dawn Retail,dawnretail@gmail.com,South,1,999.00,15in Laptop,Computers,999.00,2025-02-25,2,2025
3,7,9,149,Dawn Retail,dawnretail@gmail.com,East,1,999.00,15in Laptop,Computers,999.00,2025-02-25,2,2025
3,18,9,150,Dawn Retail,dawnretail@gmail.com,East,1,999.00,15in Laptop,Computers,999.00,2025-02-25,2,2025
3,29,9,151,Dawn Retail,dawnretail@gmail.com,East,1,999.00,15in Laptop,Computers,999.00,2025-02-25,2,2025
3,40,9,152,Dawn Retail,dawnretail@gmail.com,East,1,999.00,15in Laptop,Computers,999.00,2025-02-25,2,2025
12,7,9,153,Dawn Retail,dawnretail@gmail.com,South,1,999.00,15in Laptop,Computers,999.00,2025-02-25,2,2025
12,18,9,154,Dawn Retail,dawnretail@gmail.com,South,1,999.00,15in Laptop,Computers,999.00,2025-02-25,2,2025
12,29,9,155,Dawn Retail,dawnretail@gmail.com,South,1,999.00,15in Laptop,Computers,999.00,2025-02-25,2,2025
